,Date,Instrument,GICS Sector,BUY_SELL,Probability
2984,2020-12-01,NTAP,Information Technology,BUY,0.5235463450772462
2985,2020-12-01,CRM,Information Technology,BUY,0.5190947309739581
2986,2020-12-01,HPE,Information Technology,BUY,0.5325042782331769
2987,2020-12-02,PVH,Consumer Discretionary,BUY,0.50977896041391
2988,2020-12-02,SNPS,Information Technology,BUY,0.5211612681335529
2989,2020-12-03,ULTA,Consumer Discretionary,BUY,0.5096501839668954
2990,2020-12-03,COO,Health Care,SELL,0.47724099535424847
2991,2020-12-03,KR,Consumer Staples,SELL,0.43465079011826063
2992,2020-12-03,DG,Consumer Discretionary,BUY,0.5093294493143696
2993,2020-12-08,BF-B,Consumer Staples,SELL,0.3913122598899295
2994,2020-12-08,AZO,Consumer Discretionary,BUY,0.5077811110863201
2995,2020-12-09,CPB,Consumer Staples,SELL,0.36175642888188714
2996,2020-12-10,COST,Consumer Staples,SELL,0.4240614823604304
2997,2020-12-10,ADBE,Information Technology,BUY,0.519771101906059
2998,2020-12-10,AVGO,Information Technology,BUY,0.5215351386194265
2999,2020-12-10,ORCL,Information Technology,BUY,0.5151726562869867
3000,2020-12-16,LEN,Consumer Discretionary,BUY,0.5007176667189295
3001,2020-12-17,ACN,Information Technology,BUY,0.5204934606104001
3002,2020-12-17,FDX,Industrials,BUY,0.5068903072574821
3003,2020-12-18,DRI,Consumer Discretionary,BUY,0.5092689344934309
3004,2020-12-18,NKE,Consumer Discretionary,BUY,0.5086610893832819
3005,2020-12-22,KMX,Consumer Discretionary,BUY,0.5029488657879249
3006,2020-12-22,CTAS,Industrials,BUY,0.5168082197514141
3007,2020-12-23,PAYX,Information Technology,BUY,0.5184649343934443
3008,2021-01-07,MU,Information Technology,BUY,0.5087978205081684
3009,2021-01-07,STZ,Consumer Staples,SELL,0.3716912355500963
3010,2021-01-07,CAG,Consumer Staples,SELL,0.35364192715788584
3011,2021-01-07,WBA,Consumer Staples,SELL,0.41470417555756856
3012,2021-01-07,LW,Consumer Staples,SELL,0.3912847839293251
3013,2021-01-13,INFO,Industrials,BUY,0.5040690613326447
3014,2021-01-14,BLK,Financials,BUY,0.5239561265057376
3015,2021-01-14,DAL,Industrials,BUY,0.501019051329639
3016,2021-01-14,FRC,Financials,BUY,0.5220881053618776
3017,2021-01-15,WFC,Financials,BUY,0.5706610464034952
3018,2021-01-15,PNC,Financials,BUY,0.5326788600366322
3019,2021-01-15,C,Financials,BUY,0.5756504488364538
3020,2021-01-15,JPM,Financials,BUY,0.5311721073901629
3021,2021-01-19,ZION,Financials,BUY,0.5328274454393359
3022,2021-01-19,CMA,Financials,BUY,0.5397944356242466
3023,2021-01-19,HAL,Energy,SELL,0.35988994559488335
3024,2021-01-19,SCHW,Financials,BUY,0.5331900051215454
3025,2021-01-19,CTXS,Information Technology,BUY,0.5139681204673588
3026,2021-01-19,STT,Financials,BUY,0.5290584230077154
3027,2021-01-19,BAC,Financials,BUY,0.5341639262306195
3028,2021-01-19,JBHT,Industrials,BUY,0.5178141746902118
3029,2021-01-19,GS,Financials,BUY,0.5238564067416382
3030,2021-01-19,NFLX,Communication Services,SELL,0.48724331151358896
3031,2021-01-20,KMI,Energy,SELL,0.33328299853488974
3032,2021-01-20,CFG,Financials,BUY,0.5632765862569848
3033,2021-01-20,USB,Financials,BUY,0.5267411804742589
3034,2021-01-20,UNH,Health Care,SELL,0.4810700223635505
3035,2021-01-20,DFS,Financials,BUY,0.5193779566663017
3036,2021-01-20,FAST,Industrials,BUY,0.5178622212186625
3037,2021-01-20,PG,Consumer Staples,SELL,0.371992273347205
3038,2021-01-20,MS,Financials,BUY,0.5338226081066602
3039,2021-01-20,BK,Financials,BUY,0.5320344080393825
3040,2021-01-20,UAL,Industrials,SELL,0.498011995823778
3041,2021-01-21,MTB,Financials,BUY,0.539760815522997
3042,2021-01-21,SIVB,Financials,BUY,0.5001745881435824
3043,2021-01-21,IBM,Information Technology,BUY,0.5133336719301405
3044,2021-01-21,UNP,Industrials,BUY,0.5129422838711973
3045,2021-01-21,KEY,Financials,BUY,0.5407098032144543
3046,2021-01-21,TFC,Financials,BUY,0.5306603402344509
3047,2021-01-21,PBCT,Financials,BUY,0.5345574129575412
3048,2021-01-21,BKR,Energy,SELL,0.45627324768613425
3049,2021-01-21,FITB,Financials,BUY,0.5333134393748395
3050,2021-01-21,PPG,Materials,SELL,0.48529789584536503
3051,2021-01-21,TRV,Financials,BUY,0.5118784768242222
3052,2021-01-21,INTC,Information Technology,BUY,0.5195630098560139
3053,2021-01-21,ISRG,Health Care,SELL,0.4836019642404612
3054,2021-01-21,NTRS,Financials,BUY,0.5187756766855007
3055,2021-01-21,CSX,Industrials,BUY,0.5179067825223352
3056,2021-01-21,STX,Information Technology,BUY,0.5147887152987631
3057,2021-01-22,SLB,Energy,SELL,0.3514312432610262
3058,2021-01-22,HBAN,Financials,BUY,0.5346864198140613
3059,2021-01-22,KSU,Industrials,BUY,0.517772916820257
3060,2021-01-22,RF,Financials,BUY,0.5255168603633966
3061,2021-01-25,KMB,Consumer Staples,SELL,0.3702671666549733
3062,2021-01-26,VZ,Communication Services,SELL,0.4866196486178583
3063,2021-01-26,ALK,Industrials,BUY,0.5085689710365277
3064,2021-01-26,FFIV,Information Technology,BUY,0.5086197640512661
3065,2021-01-26,NEE,Utilities,SELL,0.4893822407041171
3066,2021-01-26,FCX,Materials,BUY,0.5060251750343807
3067,2021-01-26,BXP,Real Estate,SELL,0.45800158607829083
3068,2021-01-26,DHI,Consumer Discretionary,BUY,0.5022331393568638
3069,2021-01-26,RTX,Industrials,BUY,0.512740658378365
3070,2021-01-26,SBUX,Consumer Discretionary,BUY,0.5063697689983716
3071,2021-01-26,TXN,Information Technology,BUY,0.5211002315630567
3072,2021-01-26,ADM,Consumer Staples,SELL,0.4286281909637922
3073,2021-01-26,LMT,Industrials,BUY,0.5123503595913786
3074,2021-01-26,MSFT,Information Technology,BUY,0.519659687943659
3075,2021-01-26,COF,Financials,BUY,0.5502228073140449
3076,2021-01-26,GE,Industrials,BUY,0.509232353522901
3077,2021-01-26,MXIM,Information Technology,BUY,0.5204958712041876
3078,2021-01-26,AXP,Financials,BUY,0.5209972086019579
3079,2021-01-26,JNJ,Health Care,SELL,0.48128389431037555
3080,2021-01-26,AMD,Information Technology,BUY,0.5226269362508805
3081,2021-01-26,PCAR,Industrials,BUY,0.5171640914015146
3082,2021-01-26,WRB,Financials,BUY,0.5093390679898772
3083,2021-01-26,IVZ,Financials,BUY,0.5437085006815342
3084,2021-01-26,CHRW,Industrials,BUY,0.5155185450339975
3085,2021-01-26,ROK,Industrials,BUY,0.5059978572379439
3086,2021-01-26,PLD,Real Estate,SELL,0.4549279508033475
3087,2021-01-26,MMM,Industrials,BUY,0.5124418343614172
3088,2021-01-26,CCL,Consumer Discretionary,SELL,0.48783597212475444
3089,2021-01-27,RJF,Financials,BUY,0.5178808329724742
3090,2021-01-27,HOLX,Health Care,SELL,0.4821923526341034
3091,2021-01-27,NSC,Industrials,BUY,0.5159267607136792
3092,2021-01-27,WHR,Consumer Discretionary,SELL,0.4942246972264445
3093,2021-01-27,URI,Industrials,BUY,0.5017892449299759
3094,2021-01-27,XLNX,Information Technology,BUY,0.5183665052277524
3095,2021-01-27,PKG,Materials,BUY,0.5021213343524707
3096,2021-01-27,TXT,Industrials,BUY,0.5214920700869057
3097,2021-01-27,PGR,Financials,SELL,0.49869387954144156
3098,2021-01-27,TDY,Industrials,BUY,0.5106373262348379
3099,2021-01-27,AMP,Financials,BUY,0.51311664355875
3100,2021-01-27,TSLA,Consumer Discretionary,BUY,0.5603748162499946
3101,2021-01-27,NDAQ,Financials,BUY,0.5136596312446812
3102,2021-01-27,ROL,Industrials,BUY,0.5034969020406946
3103,2021-01-27,MKTX,Financials,BUY,0.5201810121036923
3104,2021-01-27,TEL,Information Technology,BUY,0.5177475715293884
3105,2021-01-27,APH,Information Technology,BUY,0.5164762512137319
3106,2021-01-27,HES,Energy,SELL,0.3160876938083368
3107,2021-01-27,CCI,Real Estate,SELL,0.45748154523979595
3108,2021-01-27,ABT,Health Care,SELL,0.4831923927144092
3109,2021-01-27,SYK,Health Care,SELL,0.47907395043908685
3110,2021-01-27,T,Communication Services,SELL,0.4898044569259637
3111,2021-01-27,TER,Information Technology,BUY,0.5150123317284809
3112,2021-01-27,ADP,Information Technology,BUY,0.5125622378885805
3113,2021-01-27,BA,Industrials,SELL,0.48641333337761794
3114,2021-01-27,PTC,Information Technology,BUY,0.5238746273166415
3115,2021-01-27,AAPL,Information Technology,BUY,0.5228779389354409
3116,2021-01-27,GD,Industrials,BUY,0.5152369839070905
3117,2021-01-27,ANTM,Health Care,SELL,0.4813407376646092
3118,2021-01-27,EW,Health Care,SELL,0.47743798935886345
3119,2021-01-27,GLW,Information Technology,BUY,0.5175934348757728
3120,2021-01-27,NOW,Information Technology,BUY,0.5271074498742039
3121,2021-01-27,LVS,Consumer Discretionary,BUY,0.5016085779994284
3122,2021-01-27,LRCX,Information Technology,BUY,0.5093576534041877
3123,2021-01-27,FB,Communication Services,SELL,0.49328339378622454
3124,2021-01-27,DRE,Real Estate,SELL,0.4661621501068568
3125,2021-01-28,ABMD,Health Care,SELL,0.4777230184536232
3126,2021-01-28,MA,Information Technology,BUY,0.5118663102845121
3127,2021-01-28,EMN,Materials,SELL,0.4916607823895219
3128,2021-01-28,CE,Materials,SELL,0.4796244807514987
3129,2021-01-28,MO,Consumer Staples,SELL,0.35931926993352364
3130,2021-01-28,AOS,Industrials,BUY,0.5190258562404965
3131,2021-01-28,JNPR,Information Technology,BUY,0.5168001393482885
3132,2021-01-28,MSCI,Financials,BUY,0.5292211674095602
3133,2021-01-28,NOC,Industrials,BUY,0.5083595975274023
3134,2021-01-28,VLO,Energy,SELL,0.3509919341907672
3135,2021-01-28,DOV,Industrials,BUY,0.5071327110717437
3136,2021-01-28,CMCSA,Communication Services,SELL,0.4949824302900198
3137,2021-01-28,V,Information Technology,BUY,0.5132465854660753
3138,2021-01-28,XEL,Utilities,BUY,0.515093057519834
3139,2021-01-28,WDC,Information Technology,BUY,0.5161941028498337
3140,2021-01-28,NVR,Consumer Discretionary,BUY,0.5026666153839296
3141,2021-01-28,PNR,Industrials,BUY,0.5187183437253646
3142,2021-01-28,PFG,Financials,BUY,0.538831565763044
3143,2021-01-28,DOW,Materials,SELL,0.49771330437344646
3144,2021-01-28,SWKS,Information Technology,BUY,0.5234728371771695
3145,2021-01-28,NUE,Materials,SELL,0.49310580773168794
3146,2021-01-28,MDLZ,Consumer Staples,SELL,0.35774458421879374
3147,2021-01-28,RMD,Health Care,SELL,0.48788943350665165
3148,2021-01-28,WRK,Materials,SELL,0.49094528870396714
3149,2021-01-28,AAL,Industrials,SELL,0.48832815854467104
3150,2021-01-28,TSCO,Consumer Discretionary,BUY,0.5100519949686892
3151,2021-01-28,DHR,Health Care,SELL,0.485528956904899
3152,2021-01-28,MKC,Consumer Staples,SELL,0.3771980796057678
3153,2021-01-28,PHM,Consumer Discretionary,BUY,0.5036647642092048
3154,2021-01-28,LUV,Industrials,SELL,0.4985746379241532
3155,2021-01-28,MCD,Consumer Discretionary,BUY,0.5022409943312502
3156,2021-01-28,MMC,Financials,BUY,0.5135440232988095
3157,2021-01-28,RHI,Industrials,BUY,0.5174206579952385
3158,2021-01-28,SWK,Industrials,BUY,0.5155262079816413
3159,2021-01-28,SHW,Materials,SELL,0.4863259341974349
3160,2021-01-29,LHX,Industrials,BUY,0.5012135983221632
3161,2021-01-29,CVX,Energy,SELL,0.2699792114901236
3162,2021-01-29,JCI,Industrials,BUY,0.5136610616195771
3163,2021-01-29,CAT,Industrials,BUY,0.5133175167836996
3164,2021-01-29,WY,Real Estate,SELL,0.4662222094963954
3165,2021-01-29,LYB,Materials,BUY,0.5051854010660238
3166,2021-01-29,CL,Consumer Staples,SELL,0.37659892518331234
3167,2021-01-29,ROP,Industrials,BUY,0.5037167729357492
3168,2021-01-29,SYF,Financials,BUY,0.5259498158465449
3169,2021-01-29,CHD,Consumer Staples,SELL,0.3857303883288795
3170,2021-01-29,HON,Industrials,BUY,0.5136416845638851
3171,2021-01-29,AJG,Financials,BUY,0.5168349254042081
3172,2021-01-29,LLY,Health Care,SELL,0.49261878030635714
3173,2021-01-29,CHTR,Communication Services,SELL,0.4898393740128744
3174,2021-01-29,PSX,Energy,SELL,0.34693940555362573
3175,2021-02-01,TMO,Health Care,SELL,0.48926185215056334
3176,2021-02-01,ARE,Real Estate,SELL,0.45350376609479254
3177,2021-02-01,OTIS,Industrials,BUY,0.5046900802314719
3178,2021-02-01,NXPI,Information Technology,BUY,0.5193999768222917
3179,2021-02-01,VRTX,Health Care,SELL,0.4762639415728747
3180,2021-02-02,ATO,Utilities,BUY,0.5214133811044885
3181,2021-02-02,PKI,Health Care,SELL,0.49730724761959444
3182,2021-02-02,COP,Energy,SELL,0.3107473843095666
3183,2021-02-02,GL,Financials,BUY,0.5248332846071168
3184,2021-02-02,HCA,Health Care,SELL,0.4860389748893712
3185,2021-02-02,BR,Information Technology,BUY,0.5151404790051904
3186,2021-02-02,CB,Financials,BUY,0.5288687145688792
3187,2021-02-02,XOM,Energy,SELL,0.31084624827645735
3188,2021-02-02,WAT,Health Care,SELL,0.49197161508316417
3189,2021-02-02,FBHS,Industrials,BUY,0.519208911583811
3190,2021-02-02,EMR,Industrials,BUY,0.5158002007368375
3191,2021-02-02,SYY,Consumer Staples,SELL,0.4166506506421444
3192,2021-02-02,CMG,Consumer Discretionary,BUY,0.5055025224277083
3193,2021-02-02,STE,Health Care,SELL,0.4815669786630055
3194,2021-02-02,AMGN,Health Care,SELL,0.4779933537935285
3195,2021-02-02,BEN,Financials,BUY,0.527321157949937
3196,2021-02-02,AMCR,Materials,SELL,0.49614864342172466
3197,2021-02-02,MCK,Health Care,SELL,0.46079016307288173
3198,2021-02-02,GOOGL,Communication Services,SELL,0.4950987887398756
3199,2021-02-02,MPC,Energy,BUY,0.512758358785094
3200,2021-02-02,PFE,Health Care,SELL,0.47590421820633644
3201,2021-02-02,AMZN,Consumer Discretionary,BUY,0.5068640788412262
3202,2021-02-02,IDXX,Health Care,SELL,0.48508597273521237
3203,2021-02-02,UPS,Industrials,SELL,0.49088951282748516
3204,2021-02-02,EA,Communication Services,SELL,0.4901837256738297
3205,2021-02-02,CTLT,Health Care,SELL,0.4878914590173003
3206,2021-02-02,ETN,Industrials,BUY,0.5133269399935737
3207,2021-02-03,QRVO,Information Technology,BUY,0.5237547260483089
3208,2021-02-03,BIIB,Health Care,SELL,0.4737338609194496
3209,2021-02-03,HWM,Industrials,BUY,0.5091745409272826
3210,2021-02-03,MAA,Real Estate,SELL,0.4603402626177397
3211,2021-02-03,AVY,Materials,BUY,0.5066801524654695
3212,2021-02-03,ABBV,Health Care,SELL,0.49422687393066134
3213,2021-02-03,APTV,Consumer Discretionary,BUY,0.5173104349300274
3214,2021-02-03,AFL,Financials,BUY,0.5403231654088969
3215,2021-02-03,GWW,Industrials,BUY,0.505432621137031
3216,2021-02-03,BSX,Health Care,SELL,0.47514489222890005
3217,2021-02-03,QCOM,Information Technology,BUY,0.5245273596688267
3218,2021-02-03,LNC,Financials,BUY,0.5598715166068743
3219,2021-02-03,CTSH,Information Technology,BUY,0.5161481452499668
3220,2021-02-03,KLAC,Information Technology,BUY,0.5196823103872311
3221,2021-02-03,CTVA,Materials,SELL,0.4928134688861303
3222,2021-02-03,ALL,Financials,BUY,0.517917722360353
3223,2021-02-03,EBAY,Consumer Discretionary,BUY,0.5097112472856776
3224,2021-02-03,MET,Financials,BUY,0.5579278440788097
3225,2021-02-03,PYPL,Information Technology,BUY,0.5079899755970084
3226,2021-02-03,ALGN,Health Care,SELL,0.49128923907715316
3227,2021-02-03,HUM,Health Care,SELL,0.48295493027126113
3228,2021-02-03,IEX,Industrials,BUY,0.5109458073379683
3229,2021-02-04,CI,Health Care,SELL,0.4794857492166569
3230,2021-02-04,CMS,Utilities,BUY,0.5166058204560254
3231,2021-02-04,BAX,Health Care,SELL,0.4775901035421899
3232,2021-02-04,CLX,Consumer Staples,SELL,0.38233472592699386
3233,2021-02-04,ODFL,Industrials,BUY,0.5147121469129895
3234,2021-02-04,PRU,Financials,BUY,0.5611984312272161
3235,2021-02-04,WYNN,Consumer Discretionary,BUY,0.5030457379881392
3236,2021-02-04,BLL,Materials,SELL,0.49725354265637944
3237,2021-02-04,NWSA,Communication Services,SELL,0.4815590712353387
3238,2021-02-04,NWS,Communication Services,SELL,0.4812451450585688
3239,2021-02-04,MRK,Health Care,SELL,0.47614131881111205
3240,2021-02-04,MCHP,Information Technology,BUY,0.5197653706205042
3241,2021-02-04,FLT,Information Technology,BUY,0.5150105179834937
3242,2021-02-04,PENN,Consumer Discretionary,BUY,0.5188257278564344
3243,2021-02-04,FTNT,Information Technology,BUY,0.5175172110213739
3244,2021-02-04,TPR,Consumer Discretionary,BUY,0.5028205547172457
3245,2021-02-04,IP,Materials,SELL,0.48732528621963694
3246,2021-02-04,CMI,Industrials,BUY,0.5145281822096216
3247,2021-02-04,AVB,Real Estate,SELL,0.4479687848429654
3248,2021-02-04,DXC,Information Technology,SELL,0.49025518863148493
3249,2021-02-04,XYL,Industrials,BUY,0.5139859375998571
3250,2021-02-04,UNM,Financials,BUY,0.5534245616790587
3251,2021-02-04,NOV,Energy,SELL,0.3191812239166348
3252,2021-02-04,SNA,Industrials,BUY,0.5159458295352336
3253,2021-02-04,AME,Industrials,BUY,0.5195984237531601
3254,2021-02-04,PM,Consumer Staples,SELL,0.375800575689656
3255,2021-02-04,HSY,Consumer Staples,SELL,0.3836769363061876
3256,2021-02-04,NLOK,Information Technology,BUY,0.5179372386864137
3257,2021-02-04,ABC,Health Care,SELL,0.4368431859729888
3258,2021-02-04,TMUS,Communication Services,SELL,0.4919955492520842
3259,2021-02-04,BMY,Health Care,SELL,0.4764921348187536
3260,2021-02-04,F,Consumer Discretionary,SELL,0.4894163580641208
3261,2021-02-04,GILD,Health Care,SELL,0.47694628699239044
3262,2021-02-04,MSI,Information Technology,BUY,0.5147694364024515
3263,2021-02-04,ESS,Real Estate,SELL,0.44927138583154
3264,2021-02-04,HIG,Financials,BUY,0.5448447263506716
3265,2021-02-04,DGX,Health Care,SELL,0.4723264257081232
3266,2021-02-04,ICE,Financials,BUY,0.5196700872096138
3267,2021-02-04,MTD,Health Care,SELL,0.4888544344607646
3268,2021-02-04,APD,Materials,SELL,0.49184176165676646
3269,2021-02-04,ATVI,Communication Services,SELL,0.4946233022264853
3270,2021-02-04,RL,Consumer Discretionary,BUY,0.5055681943680732
3271,2021-02-04,FTV,Industrials,BUY,0.517091742296991
3272,2021-02-04,YUM,Consumer Discretionary,BUY,0.505325935597463
3273,2021-02-04,WEC,Utilities,BUY,0.5269566585562346
3274,2021-02-04,ALXN,Health Care,SELL,0.49342398557201933
3275,2021-02-04,MPWR,Information Technology,BUY,0.5286791035504304
3276,2021-02-04,PH,Industrials,BUY,0.5183388972344813
3277,2021-02-04,BDX,Health Care,SELL,0.47639690669797913
3278,2021-02-05,ZBH,Health Care,SELL,0.4767891345910993
3279,2021-02-05,CAH,Health Care,SELL,0.43039520624037875
3280,2021-02-05,EL,Consumer Staples,SELL,0.401717519109872
3281,2021-02-05,AON,Financials,BUY,0.5289538360876311
3282,2021-02-05,TT,Industrials,BUY,0.5151827392062236
3283,2021-02-05,CBOE,Financials,BUY,0.5335601671093536
3284,2021-02-05,LIN,Materials,SELL,0.48309523467032617
3285,2021-02-05,ITW,Industrials,BUY,0.5047120832816421
3286,2021-02-05,REGN,Health Care,SELL,0.48760954212986357
3287,2021-02-08,LEG,Consumer Discretionary,BUY,0.5045012527079576
3288,2021-02-08,TTWO,Communication Services,SELL,0.4969089731439752
3289,2021-02-08,JKHY,Information Technology,BUY,0.5125940160009685
3290,2021-02-08,GPN,Information Technology,BUY,0.5149112133811182
3291,2021-02-08,RE,Financials,BUY,0.5382552205349255
3292,2021-02-08,SPG,Real Estate,SELL,0.452417627868262
3293,2021-02-08,HAS,Consumer Discretionary,BUY,0.5064795096607623
3294,2021-02-08,L,Financials,BUY,0.5727338133671164
3295,2021-02-09,FOXA,Communication Services,SELL,0.49747506688639176
3296,2021-02-09,FISV,Information Technology,BUY,0.515908821028196
3297,2021-02-09,FMC,Materials,SELL,0.48459379761339244
3298,2021-02-09,MLM,Materials,SELL,0.4946952497411948
3299,2021-02-09,CSCO,Information Technology,BUY,0.5222268284326931
3300,2021-02-09,DD,Materials,SELL,0.49265044112940726
3301,2021-02-09,ENPH,Information Technology,BUY,0.5450545673517462
3302,2021-02-09,PEAK,Real Estate,SELL,0.44428951551681295
3303,2021-02-09,IT,Information Technology,BUY,0.5155630442517775
3304,2021-02-09,AKAM,Information Technology,BUY,0.5170863815050406
3305,2021-02-09,SPGI,Financials,BUY,0.5169483933917511
3306,2021-02-09,TDG,Industrials,SELL,0.4991023356849379
3307,2021-02-09,CARR,Industrials,BUY,0.5198646913188919
3308,2021-02-09,AIZ,Financials,BUY,0.5277633213865924
3309,2021-02-09,FOX,Communication Services,SELL,0.4981171332668324
3310,2021-02-09,SEE,Materials,BUY,0.5064176073214268
3311,2021-02-09,MAS,Industrials,BUY,0.5144550923351684
3312,2021-02-09,FIS,Information Technology,BUY,0.5148317819439874
3313,2021-02-09,J,Industrials,BUY,0.5160732168308435
3314,2021-02-09,INCY,Health Care,SELL,0.47908718923715865
3315,2021-02-09,WLTW,Financials,BUY,0.5217455809821334
3316,2021-02-09,CNC,Health Care,SELL,0.47936929717824683
3317,2021-02-09,UDR,Real Estate,SELL,0.4495569220045146
3318,2021-02-09,WELL,Real Estate,SELL,0.43988048820685693
3319,2021-02-09,HBI,Consumer Discretionary,BUY,0.5005987301193818
3320,2021-02-09,TWTR,Communication Services,SELL,0.490254509719175
3321,2021-02-10,IFF,Materials,SELL,0.49087823118911944
3322,2021-02-10,EQIX,Real Estate,SELL,0.46496418358920566
3323,2021-02-10,ORLY,Consumer Discretionary,BUY,0.5044560987889859
3324,2021-02-10,MGM,Consumer Discretionary,BUY,0.5018478241399748
3325,2021-02-10,IPG,Communication Services,BUY,0.5038362874943093
3326,2021-02-10,LUMN,Communication Services,SELL,0.48700970139755667
3327,2021-02-10,EQR,Real Estate,SELL,0.4448659581663302
3328,2021-02-10,EFX,Industrials,BUY,0.5116902883538214
3329,2021-02-10,PAYC,Information Technology,BUY,0.513411864994723
3330,2021-02-10,GM,Consumer Discretionary,BUY,0.5106692922069714
3331,2021-02-10,UA,Consumer Discretionary,BUY,0.5077301292438162
3332,2021-02-10,UAA,Consumer Discretionary,BUY,0.5065022359135557
3333,2021-02-10,CINF,Financials,SELL,0.48794785271072927
3334,2021-02-10,KO,Consumer Staples,SELL,0.40164599538763535
3335,2021-02-10,IQV,Health Care,SELL,0.4781332480436891
3336,2021-02-10,CDW,Information Technology,BUY,0.5168333568437982
3337,2021-02-10,TYL,Information Technology,BUY,0.5157025233826644
3338,2021-02-10,CME,Financials,BUY,0.5190003299323167
3339,2021-02-10,WU,Information Technology,BUY,0.5157937687942019
3340,2021-02-11,DLR,Real Estate,SELL,0.45206281299819734
3341,2021-02-11,MHK,Consumer Discretionary,SELL,0.4925635546537912
3342,2021-02-11,ZBRA,Information Technology,BUY,0.5095896710504043
3343,2021-02-11,FRT,Real Estate,SELL,0.4482822072143726
3344,2021-02-11,DXCM,Health Care,SELL,0.48572669425476855
3345,2021-02-11,PEP,Consumer Staples,SELL,0.38318590638016814
3346,2021-02-11,K,Consumer Staples,SELL,0.3877407915108349
3347,2021-02-11,KIM,Real Estate,SELL,0.43935023618685554
3348,2021-02-11,DIS,Communication Services,SELL,0.491265044590031
3349,2021-02-11,KHC,Consumer Staples,SELL,0.33276327999365973
3350,2021-02-11,DVA,Health Care,SELL,0.4899371466670429
3351,2021-02-11,POOL,Consumer Discretionary,BUY,0.5037009249053735
3352,2021-02-11,EXPE,Consumer Discretionary,BUY,0.5114474427557463
3353,2021-02-11,BIO,Health Care,SELL,0.47912608103018955
3354,2021-02-11,HII,Industrials,BUY,0.5255069888090657
3355,2021-02-11,GNRC,Industrials,SELL,0.48767770274749445
3356,2021-02-11,VRSN,Information Technology,BUY,0.504679113561883
3357,2021-02-11,TSN,Consumer Staples,SELL,0.3637613900256361
3358,2021-02-11,BWA,Consumer Discretionary,BUY,0.5059455173481923
3359,2021-02-11,TAP,Consumer Staples,SELL,0.3546586253352769
3360,2021-02-11,ILMN,Health Care,SELL,0.4844082944357055
3361,2021-02-11,DUK,Utilities,SELL,0.49747305558766797
3362,2021-02-11,TROW,Financials,BUY,0.5200971769437971
3363,2021-02-11,LH,Health Care,SELL,0.47423221389932524
3364,2021-02-12,D,Utilities,BUY,0.5267875334785391
3365,2021-02-12,MCO,Financials,BUY,0.5202403790441021
3366,2021-02-12,REG,Real Estate,SELL,0.4405580261204792
3367,2021-02-12,NWL,Consumer Discretionary,BUY,0.5053091523058074
3368,2021-02-16,CVS,Health Care,SELL,0.46685462145794
3369,2021-02-16,EXPD,Industrials,BUY,0.5214446710653154
3370,2021-02-16,ES,Utilities,BUY,0.5195857600904342
3371,2021-02-16,AIG,Financials,BUY,0.5522188046846923
3372,2021-02-16,ZTS,Health Care,SELL,0.4796707361558186
3373,2021-02-16,VMC,Materials,SELL,0.4950742510763039
3374,2021-02-16,VNO,Real Estate,SELL,0.46272246345455337
3375,2021-02-16,A,Health Care,SELL,0.4885615359988712
3376,2021-02-16,IPGP,Information Technology,BUY,0.5209513524319983
3377,2021-02-16,AAP,Consumer Discretionary,BUY,0.5041159576431841
3378,2021-02-16,ALLE,Industrials,BUY,0.5079967081252188
3379,2021-02-16,ECL,Materials,SELL,0.4824517141029886
3380,2021-02-17,HLT,Consumer Discretionary,BUY,0.5017469744753096
3381,2021-02-17,GPC,Consumer Discretionary,BUY,0.5106777832426325
3382,2021-02-17,MOS,Materials,SELL,0.4885958780491519
3383,2021-02-17,ALB,Materials,SELL,0.4991044812220757
3384,2021-02-17,SNPS,Information Technology,BUY,0.5217933131921471
3385,2021-02-17,CRL,Health Care,SELL,0.4872333364522647
3386,2021-02-17,ADI,Information Technology,BUY,0.5189033128222477
3387,2021-02-17,GRMN,Consumer Discretionary,BUY,0.507962234802167
3388,2021-02-17,CF,Materials,SELL,0.488950706623746
3389,2021-02-17,NI,Utilities,SELL,0.4781742750954871
3390,2021-02-17,HSIC,Health Care,SELL,0.4803745479939886
3391,2021-02-17,DVN,Energy,SELL,0.35101489117714046
3392,2021-02-18,VTR,Real Estate,SELL,0.4443722361587011
3393,2021-02-18,FE,Utilities,BUY,0.5147137798378474
3394,2021-02-18,PPL,Utilities,BUY,0.5097830075098504
3395,2021-02-18,HST,Real Estate,SELL,0.45332357790121036
3396,2021-02-18,MAR,Consumer Discretionary,BUY,0.5034099530501671
3397,2021-02-18,ED,Utilities,BUY,0.5011244931305547
3398,2021-02-18,CPRT,Industrials,BUY,0.5027430139548675
3399,2021-02-18,NEM,Materials,SELL,0.4975740155087478
3400,2021-02-18,SO,Utilities,BUY,0.5003362622314961
3401,2021-02-18,WMT,Consumer Staples,SELL,0.39866301747858146
3402,2021-02-18,ANET,Information Technology,BUY,0.5162257675681488
3403,2021-02-18,LKQ,Consumer Discretionary,BUY,0.5066711486109893
3404,2021-02-18,OMC,Communication Services,BUY,0.5053810564458547
3405,2021-02-18,AEE,Utilities,BUY,0.5181747009451496
3406,2021-02-18,WM,Industrials,BUY,0.5060035886627006
3407,2021-02-18,HRL,Consumer Staples,SELL,0.37479156476730124
3408,2021-02-18,WST,Health Care,SELL,0.4843928130073825
3409,2021-02-18,AMAT,Information Technology,BUY,0.502478502762557
